timestamp,Infrared to Red Signal Ratio
01/01/24 01:45:30,-6
01/01/24 01:46:30,-10
01/01/24 01:47:30,4
01/01/24 01:48:30,-1
01/01/24 01:49:30,47
01/01/24 01:50:30,-1
01/01/24 01:51:30,0
01/01/24 01:52:30,2
01/01/24 01:53:30,10
01/01/24 01:54:35,30
01/01/24 01:55:35,0
01/01/24 01:56:35,0
01/01/24 01:57:35,0
01/01/24 01:58:35,0
01/01/24 01:59:35,0
01/01/24 02:00:35,14
01/01/24 02:01:35,0
01/01/24 02:02:35,-23
01/01/24 02:03:35,0
01/01/24 02:04:35,0
01/01/24 02:05:35,-3
01/01/24 02:06:35,-54
01/01/24 02:07:35,-9
01/01/24 02:08:35,-5
01/01/24 02:09:35,7
01/01/24 02:10:37,-6
01/01/24 02:11:37,-45
01/01/24 02:12:37,-7
01/01/24 02:13:37,-13
01/01/24 02:14:37,0
01/01/24 02:15:37,-26
01/01/24 02:16:37,0
01/01/24 02:17:37,5
01/01/24 02:18:37,-21
01/01/24 02:19:37,-78
01/01/24 02:20:37,-40
01/01/24 02:21:37,-10
01/01/24 02:22:37,-46
01/01/24 02:23:37,-13
01/01/24 02:24:37,-18
01/01/24 02:25:45,-44
01/01/24 02:26:46,0
01/01/24 02:27:46,-1
01/01/24 02:28:46,-34
01/01/24 02:29:46,1
01/01/24 02:30:46,0
01/01/24 02:31:46,72
01/01/24 02:32:46,0
01/01/24 02:33:46,-5
01/01/24 02:34:46,3
01/01/24 02:35:46,35
01/01/24 02:36:46,11
01/01/24 02:37:46,9
01/01/24 02:38:46,76
01/01/24 02:39:46,-1
01/01/24 02:40:46,35
01/01/24 02:41:46,14
01/01/24 02:42:46,-8
01/01/24 02:43:46,-20
01/01/24 02:44:46,0
01/01/24 02:45:46,8
01/01/24 02:46:46,-28
01/01/24 02:47:46,-9
01/01/24 02:48:46,67
01/01/24 02:49:46,-11
01/01/24 02:50:46,-3
01/01/24 02:51:46,0
01/01/24 02:52:46,0
01/01/24 02:53:46,0
01/01/24 02:54:46,-1
01/01/24 02:55:46,32
01/01/24 02:56:46,-7
01/01/24 02:57:46,0
01/01/24 02:58:46,0
01/01/24 02:59:46,0
01/01/24 03:00:46,1
01/01/24 03:01:46,-6
01/01/24 03:02:46,8
01/01/24 03:03:46,31
01/01/24 03:04:46,15
01/01/24 03:05:46,11
01/01/24 03:06:46,-4
01/01/24 03:07:46,-26
01/01/24 03:08:46,26
01/01/24 03:09:46,42
01/01/24 03:10:46,0
01/01/24 03:11:46,-17
01/01/24 03:12:46,-24
01/01/24 03:13:46,0
01/01/24 03:14:46,4
01/01/24 03:15:46,-4
01/01/24 03:16:46,5
01/01/24 03:17:46,8
01/01/24 03:18:46,0
01/01/24 03:19:46,18
01/01/24 03:20:46,26
01/01/24 03:21:46,-24
01/01/24 03:22:46,9
01/01/24 03:23:46,52
01/01/24 03:24:46,15
01/01/24 03:25:46,37
01/01/24 03:26:46,18
01/01/24 03:27:46,26
01/01/24 03:28:46,0
01/01/24 03:29:46,-2
01/01/24 03:30:46,6
01/01/24 03:31:46,2
01/01/24 03:32:46,36
01/01/24 03:33:46,49
01/01/24 03:34:46,0
01/01/24 03:35:46,0
01/01/24 03:36:46,0
01/01/24 03:37:46,30
01/01/24 03:38:46,0
01/01/24 03:39:46,47
01/01/24 03:40:46,-1
01/01/24 03:41:46,-3
01/01/24 03:42:46,15
01/01/24 03:43:46,6
01/01/24 03:44:46,5
01/01/24 03:45:46,58
01/01/24 03:46:46,0
01/01/24 03:47:46,-42
01/01/24 03:48:46,0
01/01/24 03:49:46,23
01/01/24 03:50:46,0
01/01/24 03:51:46,0
01/01/24 03:52:46,20
01/01/24 03:53:46,-4
01/01/24 03:54:46,42
01/01/24 03:55:46,30
01/01/24 03:56:46,-9
01/01/24 03:57:46,-69
