timestamp,Infrared to Red Signal Ratio
12/24/23 00:00:59,0
12/24/23 00:01:59,3
12/24/23 00:02:59,-1
12/24/23 00:03:59,8
12/24/23 00:04:59,-1
12/24/23 00:05:59,19
12/24/23 00:06:59,3
12/24/23 00:07:59,-11
12/24/23 00:08:59,1
12/24/23 00:09:59,21
12/24/23 00:10:59,13
12/24/23 00:11:59,-25
12/24/23 00:12:59,24
12/24/23 00:13:59,21
12/24/23 00:14:59,6
12/24/23 00:15:59,9
12/24/23 00:16:59,36
12/24/23 00:17:59,5
12/24/23 00:18:59,2
12/24/23 00:19:59,1
12/24/23 00:20:59,12
12/24/23 00:21:59,10
12/24/23 00:22:59,30
12/24/23 00:23:59,-7
12/24/23 00:24:59,26
12/24/23 00:25:59,8
12/24/23 00:26:59,0
12/24/23 00:27:59,-14
12/24/23 00:28:59,21
12/24/23 00:29:59,0
12/24/23 00:30:59,4
12/24/23 00:31:59,-19
12/24/23 00:32:59,8
12/24/23 00:33:59,4
12/24/23 00:34:59,5
12/24/23 00:35:59,0
12/24/23 00:36:59,0
12/24/23 00:37:59,45
12/24/23 00:38:59,2
12/24/23 00:39:59,15
12/24/23 00:40:59,28
12/24/23 00:41:59,22
12/24/23 00:42:59,0
12/24/23 00:43:59,-4
12/24/23 00:44:59,1
12/24/23 00:45:59,-4
12/24/23 00:46:59,-3
12/24/23 00:47:59,4
12/24/23 00:48:59,0
12/24/23 00:49:59,26
12/24/23 00:50:59,0
12/24/23 00:51:59,8
12/24/23 00:52:59,0
12/24/23 00:53:59,-39
12/24/23 00:54:59,-4
12/24/23 00:55:59,34
12/24/23 00:56:59,-5
12/24/23 00:57:59,-25
12/24/23 00:58:59,-30
12/24/23 00:59:59,0
12/24/23 01:00:59,3
12/24/23 01:01:59,-7
12/24/23 01:02:59,-51
12/24/23 01:03:59,-6
12/24/23 01:04:59,-22
12/24/23 01:05:59,-27
12/24/23 01:06:59,-13
12/24/23 01:07:59,-3
12/24/23 01:08:59,-40
12/24/23 01:09:59,-63
12/24/23 01:10:59,-26
12/24/23 01:11:59,-4
12/24/23 01:12:59,-73
12/24/23 01:13:59,25
12/24/23 01:14:59,8
12/24/23 01:15:59,0
12/24/23 01:16:59,-8
12/24/23 01:17:59,28
12/24/23 01:18:59,10
12/24/23 01:19:59,0
12/24/23 01:20:59,-2
12/24/23 01:21:59,0
12/24/23 01:22:59,4
12/24/23 01:23:59,0
12/24/23 01:24:59,8
12/24/23 01:25:59,0
12/24/23 01:26:59,89
12/24/23 01:27:59,0
12/24/23 01:28:59,-4
12/24/23 01:29:59,-26
12/24/23 01:30:59,17
12/24/23 01:31:59,1
12/24/23 01:32:59,-18
12/24/23 01:33:59,5
12/24/23 01:34:59,2
12/24/23 01:35:59,-3
12/24/23 01:36:59,-16
12/24/23 01:37:59,0
12/24/23 01:38:59,0
12/24/23 01:39:59,0
12/24/23 01:40:59,-38
12/24/23 01:41:59,10
12/24/23 01:42:59,0
12/24/23 01:43:59,-34
12/24/23 01:44:59,3
12/24/23 01:45:59,-2
12/24/23 01:46:59,0
12/24/23 01:47:59,29
12/24/23 01:48:59,0
12/24/23 01:49:59,8
12/24/23 01:50:59,0
12/24/23 01:51:59,13
12/24/23 01:52:59,0
12/24/23 01:53:59,5
12/24/23 01:54:59,13
12/24/23 01:55:59,0
12/24/23 01:56:59,-4
12/24/23 01:57:59,13
12/24/23 01:58:59,-4
12/24/23 01:59:59,26
12/24/23 02:00:59,7
12/24/23 02:01:59,7
12/24/23 02:02:59,-15
12/24/23 02:03:59,18
12/24/23 02:04:59,2
12/24/23 02:05:59,0
12/24/23 02:06:59,-4
12/24/23 02:07:59,0
12/24/23 02:08:59,-13
12/24/23 02:09:59,0
12/24/23 02:10:59,10
12/24/23 02:11:59,25
12/24/23 02:12:59,-3
12/24/23 02:13:59,54
12/24/23 02:14:59,-9
12/24/23 02:15:59,-26
12/24/23 02:16:59,-10
12/24/23 02:17:59,-9
