timestamp,Infrared to Red Signal Ratio
02/20/24 01:14:30,3
02/20/24 01:15:30,3
02/20/24 01:16:30,3
02/20/24 01:17:30,30
02/20/24 01:18:30,0
02/20/24 01:19:30,0
02/20/24 01:20:30,7
02/20/24 01:21:30,2
02/20/24 01:22:30,-6
02/20/24 01:23:30,6
02/20/24 01:24:30,-45
02/20/24 01:25:30,41
02/20/24 01:26:30,-13
02/20/24 01:27:30,56
02/20/24 01:28:30,10
02/20/24 01:29:30,24
02/20/24 01:30:30,-16
02/20/24 01:31:30,29
02/20/24 01:32:30,-2
02/20/24 01:33:30,-5
02/20/24 01:34:30,5
02/20/24 01:35:30,0
02/20/24 01:36:30,0
02/20/24 01:37:30,0
02/20/24 01:38:30,-2
02/20/24 01:39:30,-12
02/20/24 01:40:30,-17
02/20/24 01:41:30,0
02/20/24 01:42:30,26
02/20/24 01:43:30,-26
02/20/24 01:44:30,-1
02/20/24 01:45:30,-18
02/20/24 01:46:30,0
02/20/24 01:47:30,15
02/20/24 01:48:30,0
02/20/24 01:49:30,63
02/20/24 01:50:30,31
02/20/24 01:51:30,0
02/20/24 01:52:30,4
02/20/24 01:53:30,9
02/20/24 01:54:30,0
02/20/24 01:55:30,-4
02/20/24 01:56:30,24
02/20/24 01:57:30,-6
02/20/24 01:58:30,-3
02/20/24 01:59:30,16
02/20/24 02:00:30,25
02/20/24 02:01:30,-1
02/20/24 02:02:30,-43
02/20/24 02:03:30,23
02/20/24 02:04:30,-10
02/20/24 02:05:30,12
02/20/24 02:06:30,4
02/20/24 02:07:30,8
02/20/24 02:08:30,0
02/20/24 02:09:30,17
02/20/24 02:10:30,28
02/20/24 02:11:30,12
02/20/24 02:12:30,-2
02/20/24 02:13:30,0
02/20/24 02:14:30,-4
02/20/24 02:15:30,-11
02/20/24 02:16:30,-4
02/20/24 02:17:30,-1
02/20/24 02:18:30,0
02/20/24 02:19:30,0
02/20/24 02:20:30,-1
02/20/24 02:21:30,0
02/20/24 02:22:30,0
02/20/24 02:23:30,-21
02/20/24 02:24:30,0
02/20/24 02:25:30,9
02/20/24 02:26:30,-4
02/20/24 02:27:30,3
02/20/24 02:28:30,-46
02/20/24 02:29:30,8
02/20/24 02:30:30,5
02/20/24 02:31:30,17
02/20/24 02:32:30,-3
02/20/24 02:33:30,-17
02/20/24 02:34:30,8
02/20/24 02:35:30,-2
02/20/24 02:36:30,0
02/20/24 02:37:30,-9
02/20/24 02:38:30,-42
02/20/24 02:39:30,-17
02/20/24 02:40:30,0
02/20/24 02:41:30,0
02/20/24 02:42:30,-47
02/20/24 02:43:30,3
02/20/24 02:44:30,0
02/20/24 02:45:30,0
02/20/24 02:46:30,33
02/20/24 02:47:30,12
02/20/24 02:48:30,-3
02/20/24 02:49:30,-69
02/20/24 02:50:30,-2
02/20/24 02:51:30,-1
02/20/24 02:52:30,-5
02/20/24 02:53:29,0
02/20/24 02:54:29,8
02/20/24 02:55:29,-1
02/20/24 02:56:29,8
02/20/24 02:57:29,0
