timestamp,Infrared to Red Signal Ratio
02/06/24 00:39:00,-13
02/06/24 00:40:00,50
02/06/24 00:41:00,0
02/06/24 00:42:00,-3
02/06/24 00:43:00,-17
02/06/24 03:00:00,0
02/06/24 03:01:00,0
02/06/24 03:02:00,0
02/06/24 03:03:00,0
02/06/24 03:04:00,0
02/06/24 03:05:00,0
02/06/24 03:06:00,0
02/06/24 03:07:00,0
02/06/24 03:08:00,0
02/06/24 03:09:00,0
02/06/24 03:10:00,0
02/06/24 03:11:00,0
02/06/24 03:12:00,0
02/06/24 03:13:00,24
02/06/24 03:14:00,-6
02/06/24 03:15:00,21
02/06/24 03:16:00,0
02/06/24 03:17:00,-2
02/06/24 03:18:00,11
02/06/24 03:19:00,26
02/06/24 03:20:00,26
02/06/24 03:21:00,-3
02/06/24 03:22:00,5
02/06/24 03:23:00,30
02/06/24 03:24:00,46
02/06/24 03:25:00,2
02/06/24 03:26:00,0
02/06/24 03:27:00,4
02/06/24 03:28:00,40
02/06/24 03:29:00,0
02/06/24 03:30:00,24
02/06/24 03:31:00,0
02/06/24 03:32:00,-3
02/06/24 03:33:00,9
02/06/24 03:34:00,-1
02/06/24 03:35:00,39
02/06/24 03:36:00,50
02/06/24 03:37:00,35
02/06/24 03:38:00,31
02/06/24 03:39:00,-8
02/06/24 03:40:00,-14
02/06/24 03:41:00,13
02/06/24 03:42:00,-5
02/06/24 03:43:00,-2
02/06/24 03:44:00,21
02/06/24 03:45:00,4
02/06/24 03:46:00,50
02/06/24 03:47:00,1
02/06/24 03:48:00,8
02/06/24 03:49:00,-2
02/06/24 03:50:00,14
02/06/24 03:51:00,10
02/06/24 03:52:00,-25
02/06/24 03:53:00,9
02/06/24 03:54:00,-3
02/06/24 03:55:00,0
02/06/24 03:56:00,-8
02/06/24 03:57:00,0
02/06/24 03:58:00,-8
02/06/24 03:59:00,26
02/06/24 04:00:00,0
02/06/24 04:01:00,7
02/06/24 04:02:00,-8
02/06/24 04:03:00,0
02/06/24 04:04:00,0
02/06/24 04:05:00,-4
02/06/24 04:06:00,2
02/06/24 04:07:00,-8
02/06/24 04:08:00,-2
02/06/24 04:09:00,0
02/06/24 04:10:00,-1
02/06/24 04:11:00,-20
02/06/24 04:12:00,0
02/06/24 04:13:00,8
02/06/24 04:14:00,3
02/06/24 04:15:00,19
02/06/24 04:16:00,-32
02/06/24 04:17:00,0
02/06/24 04:18:00,0
02/06/24 04:19:00,0
02/06/24 04:20:00,23
02/06/24 04:21:00,8
02/06/24 04:22:00,-20
02/06/24 04:23:00,4
02/06/24 04:24:00,0
02/06/24 04:25:00,6
02/06/24 04:26:00,0
02/06/24 04:27:00,0
02/06/24 04:28:00,-34
02/06/24 04:29:00,18
02/06/24 04:30:00,0
02/06/24 04:31:00,-7
02/06/24 04:32:00,-1
02/06/24 04:33:00,-10
02/06/24 04:34:00,0
02/06/24 04:35:00,23
02/06/24 04:36:00,1
02/06/24 04:37:00,4
02/06/24 04:38:00,1
02/06/24 04:39:00,-20
02/06/24 04:40:00,12
02/06/24 04:41:00,1
02/06/24 04:42:00,-30
02/06/24 04:43:00,30
02/06/24 04:44:00,8
02/06/24 04:45:00,33
02/06/24 04:46:00,-1
02/06/24 04:47:00,79
02/06/24 04:48:00,8
02/06/24 04:49:00,-3
02/06/24 04:50:00,0
02/06/24 04:51:00,39
02/06/24 04:52:00,-1
02/06/24 04:53:00,-7
