wire_id,device_type,serial_number,enabled,fw_version
E150772D2E39,Charge 5,,false,APP57.20001.194.91 BSL57.0.0 PERIPH|BT_RADIO|1.5121.0|0 PERIPH|BT_NFC|57.3.7|0 PERIPH|TOUCH|9.0.8|2 PERIPH|GPS|57.0.4|1 ASSETS|1|11455
