timestamp,Infrared to Red Signal Ratio
02/02/24 02:38:30,1
02/02/24 02:39:30,6
02/02/24 02:40:30,8
02/02/24 02:41:30,-1
02/02/24 02:42:30,3
02/02/24 02:43:30,0
02/02/24 02:44:30,-4
02/02/24 02:45:31,0
02/02/24 02:46:31,21
02/02/24 02:47:31,1
02/02/24 02:48:31,27
02/02/24 02:49:31,-8
02/02/24 02:50:31,0
02/02/24 02:51:31,0
02/02/24 02:52:31,-5
02/02/24 02:53:31,13
02/02/24 02:54:31,0
02/02/24 02:55:31,0
02/02/24 02:56:31,-3
02/02/24 02:57:31,0
02/02/24 02:58:31,15
02/02/24 02:59:31,21
02/02/24 03:00:31,10
02/02/24 03:01:31,24
02/02/24 03:02:31,10
02/02/24 03:03:31,1
02/02/24 03:04:31,0
02/02/24 03:05:31,6
02/02/24 03:06:31,-37
02/02/24 03:07:31,-13
02/02/24 03:08:31,0
02/02/24 03:09:31,-4
02/02/24 03:10:31,1
02/02/24 03:11:31,-33
02/02/24 03:12:31,7
02/02/24 03:13:31,3
02/02/24 03:14:31,0
02/02/24 03:15:31,0
02/02/24 03:16:31,1
02/02/24 03:17:31,8
02/02/24 03:18:31,-4
02/02/24 03:19:31,-49
02/02/24 03:20:31,2
02/02/24 03:21:31,0
02/02/24 03:22:31,67
02/02/24 03:23:31,10
02/02/24 03:24:31,8
02/02/24 03:25:31,6
02/02/24 03:26:31,0
02/02/24 03:27:31,21
02/02/24 03:28:31,0
02/02/24 03:29:31,13
02/02/24 03:30:31,-26
02/02/24 03:31:32,-23
02/02/24 03:32:32,0
02/02/24 03:33:32,-21
02/02/24 03:34:32,0
02/02/24 03:35:32,-6
02/02/24 03:36:32,-3
02/02/24 03:37:32,0
02/02/24 03:38:32,-50
02/02/24 03:39:32,-3
02/02/24 03:40:32,1
02/02/24 03:41:32,-21
02/02/24 03:42:32,7
02/02/24 03:43:32,0
02/02/24 03:44:32,0
02/02/24 03:45:32,25
02/02/24 03:46:36,-8
02/02/24 03:47:36,-5
02/02/24 03:48:36,8
02/02/24 03:49:36,0
02/02/24 03:50:36,0
02/02/24 03:51:36,-2
02/02/24 03:52:36,-7
02/02/24 03:53:36,-4
02/02/24 03:54:36,-6
02/02/24 03:55:36,-4
02/02/24 03:56:36,0
02/02/24 03:57:36,0
02/02/24 03:58:36,-3
02/02/24 03:59:36,0
02/02/24 04:00:36,0
02/02/24 04:01:36,-77
02/02/24 04:02:36,-1
02/02/24 04:03:36,4
02/02/24 04:04:36,0
02/02/24 04:05:36,-3
02/02/24 04:06:36,4
02/02/24 04:07:36,-2
