timestamp,Infrared to Red Signal Ratio
12/05/23 00:00:58,0
12/05/23 00:01:58,0
12/05/23 00:02:58,8
12/05/23 00:03:58,0
12/05/23 00:04:58,27
12/05/23 00:05:58,0
12/05/23 00:06:58,34
12/05/23 00:07:58,-19
12/05/23 00:08:58,-12
12/05/23 00:09:58,-7
12/05/23 00:10:58,12
12/05/23 00:11:58,8
12/05/23 00:12:58,63
12/05/23 00:13:58,10
12/05/23 00:14:58,3
12/05/23 00:15:58,-7
12/05/23 00:16:58,-3
12/05/23 00:17:58,2
12/05/23 00:18:58,2
12/05/23 00:19:58,2
12/05/23 00:20:58,1
12/05/23 00:21:58,11
12/05/23 00:22:58,7
12/05/23 00:23:58,-6
12/05/23 00:24:58,10
12/05/23 00:25:58,-13
12/05/23 00:26:58,-29
12/05/23 00:27:58,6
12/05/23 00:28:58,-2
12/05/23 00:29:58,-49
12/05/23 00:30:58,-10
12/05/23 00:31:58,-5
12/05/23 00:32:58,-67
12/05/23 00:33:58,0
12/05/23 00:34:58,-13
12/05/23 00:35:58,-25
12/05/23 00:36:58,-25
12/05/23 00:37:58,69
12/05/23 00:38:58,-39
12/05/23 00:39:58,0
12/05/23 00:40:58,26
12/05/23 00:41:58,0
12/05/23 00:42:58,0
12/05/23 00:43:58,0
12/05/23 00:44:58,0
12/05/23 00:45:58,0
12/05/23 00:46:58,0
12/05/23 00:47:58,12
12/05/23 00:48:58,0
12/05/23 00:49:58,0
12/05/23 00:50:58,21
12/05/23 00:51:58,0
12/05/23 00:52:58,0
12/05/23 00:53:58,0
12/05/23 00:54:58,0
12/05/23 00:55:58,0
12/05/23 00:56:58,0
12/05/23 00:57:58,0
12/05/23 00:58:58,0
12/05/23 00:59:58,-7
12/05/23 01:00:58,0
12/05/23 01:01:58,0
12/05/23 01:02:58,0
12/05/23 01:03:58,0
12/05/23 01:04:58,0
12/05/23 01:05:58,0
12/05/23 01:06:58,-22
12/05/23 01:07:58,0
12/05/23 01:08:58,0
12/05/23 01:09:58,0
12/05/23 01:10:58,-8
12/05/23 01:11:58,0
12/05/23 01:12:58,0
12/05/23 01:13:58,0
12/05/23 01:14:58,0
12/05/23 01:15:58,-11
12/05/23 01:16:58,-1
12/05/23 01:17:58,4
12/05/23 01:18:58,0
12/05/23 01:19:58,-1
12/05/23 01:20:58,8
12/05/23 01:21:58,-11
12/05/23 01:22:58,28
12/05/23 01:23:58,-8
12/05/23 01:24:58,21
12/05/23 01:25:58,34
12/05/23 01:26:58,0
12/05/23 01:27:58,-27
12/05/23 01:28:58,33
12/05/23 01:29:58,5
12/05/23 01:30:58,0
12/05/23 01:31:58,-18
12/05/23 01:32:58,26
12/05/23 01:33:58,-5
12/05/23 01:34:58,-13
12/05/23 01:35:58,0
12/05/23 01:36:58,0
12/05/23 01:37:58,5
12/05/23 01:38:58,-13
12/05/23 01:39:58,44
12/05/23 01:40:58,11
12/05/23 01:41:58,69
12/05/23 01:42:58,-4
12/05/23 01:43:58,0
12/05/23 01:44:58,41
12/05/23 01:45:58,0
12/05/23 01:46:58,1
12/05/23 01:47:58,-23
12/05/23 01:48:58,8
12/05/23 01:49:58,3
12/05/23 01:50:58,38
12/05/23 01:51:58,-5
12/05/23 01:52:58,-90
12/05/23 01:53:58,-38
12/05/23 01:54:58,0
12/05/23 01:55:58,-4
12/05/23 01:56:58,-7
12/05/23 01:57:58,0
12/05/23 01:58:58,-2
12/05/23 01:59:58,-4
12/05/23 02:00:58,21
12/05/23 02:01:58,32
12/05/23 02:02:58,0
12/05/23 02:03:58,0
12/05/23 02:04:58,-9
12/05/23 02:05:58,-2
12/05/23 02:06:58,-17
12/05/23 02:07:58,13
12/05/23 02:08:58,13
12/05/23 02:09:58,-19
12/05/23 02:10:58,4
12/05/23 02:11:58,47
12/05/23 02:12:58,0
12/05/23 02:13:58,3
12/05/23 02:14:58,-22
12/05/23 02:15:58,-6
12/05/23 02:16:58,31
12/05/23 02:17:58,36
12/05/23 02:18:58,27
12/05/23 02:19:58,-54
12/05/23 02:20:58,-5
12/05/23 02:21:58,-54
12/05/23 02:22:58,-3
12/05/23 02:23:58,37
12/05/23 02:24:58,34
12/05/23 02:25:58,0
12/05/23 02:26:58,0
12/05/23 02:27:58,-26
12/05/23 02:28:58,6
12/05/23 02:29:58,0
12/05/23 02:30:58,8
12/05/23 02:31:58,-11
12/05/23 02:32:58,3
12/05/23 02:33:58,26
12/05/23 02:34:58,11
12/05/23 02:35:58,13
12/05/23 02:36:58,-12
12/05/23 02:37:58,21
