date_time,heart_zone_id,total_minutes
2024-01-02T10:35,FAT_BURN,1
2024-01-02T10:48,FAT_BURN,1
2024-01-02T10:49,FAT_BURN,1
2024-01-02T12:03,FAT_BURN,1
2024-01-02T12:04,FAT_BURN,1
2024-01-02T12:05,FAT_BURN,1
2024-01-02T12:06,FAT_BURN,1
2024-01-02T12:07,CARDIO,2
2024-01-02T12:08,FAT_BURN,1
2024-01-02T12:09,FAT_BURN,1
2024-01-02T21:58,FAT_BURN,1
2024-01-03T14:10,FAT_BURN,1
2024-01-03T15:55,FAT_BURN,1
2024-01-03T15:56,FAT_BURN,1
2024-01-03T15:58,FAT_BURN,1
2024-01-03T16:00,FAT_BURN,1
2024-01-03T16:01,FAT_BURN,1
2024-01-03T16:03,FAT_BURN,1
2024-01-03T16:04,FAT_BURN,1
2024-01-03T16:05,FAT_BURN,1
2024-01-03T16:06,FAT_BURN,1
2024-01-03T16:07,FAT_BURN,1
2024-01-03T16:08,FAT_BURN,1
2024-01-03T16:09,CARDIO,2
2024-01-03T16:10,FAT_BURN,1
2024-01-03T16:12,FAT_BURN,1
2024-01-03T16:13,FAT_BURN,1
2024-01-03T16:14,FAT_BURN,1
2024-01-03T16:15,CARDIO,2
2024-01-03T16:16,CARDIO,2
2024-01-03T16:17,FAT_BURN,1
2024-01-03T16:18,FAT_BURN,1
2024-01-03T16:19,FAT_BURN,1
2024-01-03T16:20,FAT_BURN,1
2024-01-03T16:21,CARDIO,2
2024-01-03T16:22,CARDIO,2
2024-01-03T16:23,FAT_BURN,1
2024-01-03T16:24,FAT_BURN,1
2024-01-03T16:25,CARDIO,2
2024-01-03T16:26,FAT_BURN,1
2024-01-03T23:33,FAT_BURN,1
2024-01-03T23:34,FAT_BURN,1
2024-01-04T15:55,FAT_BURN,1
2024-01-04T15:57,FAT_BURN,1
2024-01-04T15:58,FAT_BURN,1
2024-01-04T15:59,FAT_BURN,1
2024-01-04T16:00,FAT_BURN,1
2024-01-04T16:01,FAT_BURN,1
2024-01-04T16:03,FAT_BURN,1
2024-01-04T16:07,FAT_BURN,1
2024-01-04T16:10,FAT_BURN,1
2024-01-04T16:11,FAT_BURN,1
2024-01-04T16:12,FAT_BURN,1
2024-01-04T16:13,FAT_BURN,1
2024-01-04T16:14,FAT_BURN,1
2024-01-04T16:16,FAT_BURN,1
2024-01-04T16:17,FAT_BURN,1
