session_id,timestamp,valid_data,activation,scl_avg
640d9620-b776-11ee-8080-808080808080,1705742960,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742960,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742960,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742960,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742960,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742965,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742965,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742965,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742965,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742965,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742970,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742970,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742970,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742970,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742970,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742975,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742975,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742975,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742975,false,false,0.0
640d9620-b776-11ee-8080-808080808080,1705742975,false,false,31.409828186035156
640d9620-b776-11ee-8080-808080808080,1705742980,false,false,31.450836181640625
640d9620-b776-11ee-8080-808080808080,1705742980,true,false,31.539196014404297
640d9620-b776-11ee-8080-808080808080,1705742980,true,false,31.617141723632812
640d9620-b776-11ee-8080-808080808080,1705742980,true,false,31.727285385131836
640d9620-b776-11ee-8080-808080808080,1705742980,true,false,31.896068572998047
640d9620-b776-11ee-8080-808080808080,1705742985,true,false,32.12125015258789
640d9620-b776-11ee-8080-808080808080,1705742985,true,false,32.45351791381836
640d9620-b776-11ee-8080-808080808080,1705742985,true,true,32.773258209228516
640d9620-b776-11ee-8080-808080808080,1705742985,true,false,33.129119873046875
640d9620-b776-11ee-8080-808080808080,1705742985,true,false,33.50345230102539
640d9620-b776-11ee-8080-808080808080,1705742991,true,false,33.89656448364258
640d9620-b776-11ee-8080-808080808080,1705742991,true,false,34.43250274658203
640d9620-b776-11ee-8080-808080808080,1705742991,true,false,34.88614273071289
640d9620-b776-11ee-8080-808080808080,1705742991,true,false,34.90959548950195
640d9620-b776-11ee-8080-808080808080,1705742991,true,false,33.480224609375
640d9620-b776-11ee-8080-808080808080,1705742996,true,false,33.1889533996582
640d9620-b776-11ee-8080-808080808080,1705742996,true,false,33.019840240478516
640d9620-b776-11ee-8080-808080808080,1705742996,true,false,32.84821319580078
640d9620-b776-11ee-8080-808080808080,1705742996,true,false,32.67605209350586
640d9620-b776-11ee-8080-808080808080,1705742996,true,false,32.52254104614258
640d9620-b776-11ee-8080-808080808080,1705743001,true,true,32.37224578857422
640d9620-b776-11ee-8080-808080808080,1705743001,true,false,32.274749755859375
640d9620-b776-11ee-8080-808080808080,1705743001,true,false,32.19864273071289
640d9620-b776-11ee-8080-808080808080,1705743001,true,true,32.141685485839844
640d9620-b776-11ee-8080-808080808080,1705743001,true,false,32.08692169189453
640d9620-b776-11ee-8080-808080808080,1705743006,true,false,32.014129638671875
640d9620-b776-11ee-8080-808080808080,1705743006,true,false,31.95662498474121
640d9620-b776-11ee-8080-808080808080,1705743006,true,false,31.899478912353516
640d9620-b776-11ee-8080-808080808080,1705743006,true,false,31.83454704284668
640d9620-b776-11ee-8080-808080808080,1705743006,true,false,31.757612228393555
640d9620-b776-11ee-8080-808080808080,1705743011,true,false,31.643909454345703
640d9620-b776-11ee-8080-808080808080,1705743011,true,true,31.540815353393555
640d9620-b776-11ee-8080-808080808080,1705743011,true,false,31.448972702026367
640d9620-b776-11ee-8080-808080808080,1705743011,true,false,31.372182846069336
640d9620-b776-11ee-8080-808080808080,1705743011,true,false,31.275676727294922
640d9620-b776-11ee-8080-808080808080,1705743016,true,false,31.19704246520996
640d9620-b776-11ee-8080-808080808080,1705743016,true,false,31.129133224487305
640d9620-b776-11ee-8080-808080808080,1705743016,true,false,31.05776023864746
640d9620-b776-11ee-8080-808080808080,1705743016,true,true,30.984291076660156
640d9620-b776-11ee-8080-808080808080,1705743016,true,false,30.90305519104004
640d9620-b776-11ee-8080-808080808080,1705743021,true,false,30.844409942626953
640d9620-b776-11ee-8080-808080808080,1705743021,true,false,30.787755966186523
640d9620-b776-11ee-8080-808080808080,1705743021,true,false,30.730266571044922
640d9620-b776-11ee-8080-808080808080,1705743021,true,true,30.671323776245117
640d9620-b776-11ee-8080-808080808080,1705743021,true,false,30.604154586791992
640d9620-b776-11ee-8080-808080808080,1705743026,true,false,30.554218292236328
640d9620-b776-11ee-8080-808080808080,1705743026,true,false,30.504671096801758
640d9620-b776-11ee-8080-808080808080,1705743026,true,false,30.455812454223633
640d9620-b776-11ee-8080-808080808080,1705743026,true,false,30.40810203552246
