recorded_time,temperature,sensor_type
2023-12-22T00:24,-7.941041666666667,UNKNOWN
2023-12-22T00:25,-7.241041666666668,UNKNOWN
2023-12-22T00:26,-6.741041666666668,UNKNOWN
2023-12-22T00:28,-6.341041666666669,UNKNOWN
2023-12-22T00:29,-5.941041666666667,UNKNOWN
2023-12-22T00:30,-5.641041666666666,UNKNOWN
2023-12-22T00:31,-5.441041666666667,UNKNOWN
2023-12-22T00:32,-5.141041666666666,UNKNOWN
2023-12-22T00:33,-4.841041666666669,UNKNOWN
2023-12-22T00:34,-4.441041666666667,UNKNOWN
2023-12-22T00:35,-4.141041666666666,UNKNOWN
2023-12-22T00:36,-3.6410416666666663,UNKNOWN
2023-12-22T00:37,-2.841041666666669,UNKNOWN
2023-12-22T00:38,-2.441041666666667,UNKNOWN
2023-12-22T00:39,-2.441041666666667,UNKNOWN
2023-12-22T00:40,-2.5410416666666684,UNKNOWN
2023-12-22T00:41,-2.6410416666666663,UNKNOWN
2023-12-22T00:42,-2.6410416666666663,UNKNOWN
2023-12-22T00:43,-2.5410416666666684,UNKNOWN
2023-12-22T00:44,-2.5410416666666684,UNKNOWN
2023-12-22T00:45,-2.5410416666666684,UNKNOWN
2023-12-22T00:46,-2.5410416666666684,UNKNOWN
2023-12-22T00:47,-1.941041666666667,UNKNOWN
2023-12-22T00:48,-1.441041666666667,UNKNOWN
2023-12-22T00:49,-1.0410416666666649,UNKNOWN
2023-12-22T00:50,-0.7410416666666677,UNKNOWN
2023-12-22T00:51,-0.8410416666666691,UNKNOWN
2023-12-22T00:52,-0.9410416666666706,UNKNOWN
2023-12-22T00:53,-0.9410416666666706,UNKNOWN
2023-12-22T00:54,-0.9410416666666706,UNKNOWN
2023-12-22T00:55,-0.9410416666666706,UNKNOWN
2023-12-22T00:56,-0.9410416666666706,UNKNOWN
2023-12-22T00:57,-0.8410416666666691,UNKNOWN
2023-12-22T00:58,-0.6410416666666663,UNKNOWN
2023-12-22T00:59,-0.6410416666666663,UNKNOWN
2023-12-22T01:00,-0.7410416666666677,UNKNOWN
2023-12-22T01:01,-0.7410416666666677,UNKNOWN
2023-12-22T01:02,-0.7410416666666677,UNKNOWN
2023-12-22T01:03,-0.7410416666666677,UNKNOWN
2023-12-22T01:04,-0.7410416666666677,UNKNOWN
2023-12-22T01:05,-0.8410416666666691,UNKNOWN
2023-12-22T01:06,-0.9410416666666706,UNKNOWN
2023-12-22T01:07,-0.9410416666666706,UNKNOWN
2023-12-22T01:08,-0.9410416666666706,UNKNOWN
2023-12-22T01:09,-0.9410416666666706,UNKNOWN
2023-12-22T01:10,-1.0410416666666649,UNKNOWN
2023-12-22T01:11,-1.0410416666666649,UNKNOWN
2023-12-22T01:12,-1.2410416666666677,UNKNOWN
2023-12-22T01:13,-1.2410416666666677,UNKNOWN
2023-12-22T01:14,-1.0410416666666649,UNKNOWN
2023-12-22T01:15,-0.9410416666666706,UNKNOWN
2023-12-22T01:16,-0.9410416666666706,UNKNOWN
2023-12-22T01:17,-0.9410416666666706,UNKNOWN
2023-12-22T01:18,-0.9410416666666706,UNKNOWN
2023-12-22T01:19,-0.9410416666666706,UNKNOWN
2023-12-22T01:20,-0.9410416666666706,UNKNOWN
2023-12-22T01:21,-0.9410416666666706,UNKNOWN
2023-12-22T01:22,-0.9410416666666706,UNKNOWN
2023-12-22T01:23,-0.8410416666666691,UNKNOWN
2023-12-22T01:24,-0.6410416666666663,UNKNOWN
2023-12-22T01:25,-0.44104166666667055,UNKNOWN
2023-12-22T01:26,-0.04104166666666487,UNKNOWN
2023-12-22T01:27,0.2589583333333323,UNKNOWN
2023-12-22T01:28,0.3589583333333337,UNKNOWN
2023-12-22T01:29,0.45895833333333513,UNKNOWN
2023-12-22T01:30,0.5589583333333294,UNKNOWN
2023-12-22T01:31,0.6589583333333309,UNKNOWN
2023-12-22T01:32,0.7589583333333323,UNKNOWN
2023-12-22T01:33,0.7589583333333323,UNKNOWN
2023-12-22T01:34,0.8589583333333337,UNKNOWN
2023-12-22T01:35,0.8589583333333337,UNKNOWN
2023-12-22T01:36,0.9589583333333351,UNKNOWN
2023-12-22T01:37,1.0589583333333294,UNKNOWN
2023-12-22T01:38,1.0589583333333294,UNKNOWN
2023-12-22T01:39,1.1589583333333309,UNKNOWN
2023-12-22T01:40,1.1589583333333309,UNKNOWN
2023-12-22T01:41,1.2589583333333323,UNKNOWN
2023-12-22T01:42,1.2589583333333323,UNKNOWN
2023-12-22T01:43,1.3589583333333337,UNKNOWN
2023-12-22T01:44,1.3589583333333337,UNKNOWN
2023-12-22T01:45,1.3589583333333337,UNKNOWN
2023-12-22T01:46,1.3589583333333337,UNKNOWN
2023-12-22T01:47,1.4589583333333351,UNKNOWN
2023-12-22T01:48,1.4589583333333351,UNKNOWN
2023-12-22T01:49,1.4589583333333351,UNKNOWN
2023-12-22T01:50,1.4589583333333351,UNKNOWN
2023-12-22T01:51,1.5589583333333294,UNKNOWN
2023-12-22T01:52,1.5589583333333294,UNKNOWN
2023-12-22T01:53,1.5589583333333294,UNKNOWN
2023-12-22T01:54,1.5589583333333294,UNKNOWN
2023-12-22T01:55,1.5589583333333294,UNKNOWN
2023-12-22T01:56,1.5589583333333294,UNKNOWN
2023-12-22T01:57,1.5589583333333294,UNKNOWN
2023-12-22T01:58,1.5589583333333294,UNKNOWN
2023-12-22T01:59,1.5589583333333294,UNKNOWN
2023-12-22T02:00,1.5589583333333294,UNKNOWN
2023-12-22T02:01,1.6589583333333309,UNKNOWN
2023-12-22T02:02,1.6589583333333309,UNKNOWN
2023-12-22T02:03,1.6589583333333309,UNKNOWN
2023-12-22T02:04,1.6589583333333309,UNKNOWN
2023-12-22T02:05,1.6589583333333309,UNKNOWN
2023-12-22T02:06,1.6589583333333309,UNKNOWN
2023-12-22T02:07,1.6589583333333309,UNKNOWN
2023-12-22T02:08,1.6589583333333309,UNKNOWN
2023-12-22T02:09,1.6589583333333309,UNKNOWN
2023-12-22T02:10,1.6589583333333309,UNKNOWN
2023-12-22T02:11,1.6589583333333309,UNKNOWN
2023-12-22T02:12,1.7589583333333323,UNKNOWN
2023-12-22T02:14,1.7589583333333323,UNKNOWN
2023-12-22T02:15,1.7589583333333323,UNKNOWN
2023-12-22T02:16,1.7589583333333323,UNKNOWN
2023-12-22T02:17,1.7589583333333323,UNKNOWN
2023-12-22T02:18,1.7589583333333323,UNKNOWN
2023-12-22T02:19,1.7589583333333323,UNKNOWN
2023-12-22T02:20,1.7589583333333323,UNKNOWN
2023-12-22T02:21,1.7589583333333323,UNKNOWN
2023-12-22T02:22,1.7589583333333323,UNKNOWN
2023-12-22T02:23,1.7589583333333323,UNKNOWN
2023-12-22T02:24,1.7589583333333323,UNKNOWN
2023-12-22T02:25,1.8589583333333337,UNKNOWN
2023-12-22T02:26,1.7589583333333323,UNKNOWN
2023-12-22T02:27,1.8589583333333337,UNKNOWN
2023-12-22T02:28,1.8589583333333337,UNKNOWN
2023-12-22T02:29,1.8589583333333337,UNKNOWN
2023-12-22T02:30,1.8589583333333337,UNKNOWN
2023-12-22T02:31,1.8589583333333337,UNKNOWN
2023-12-22T02:32,1.8589583333333337,UNKNOWN
2023-12-22T02:33,1.8589583333333337,UNKNOWN
2023-12-22T02:34,1.8589583333333337,UNKNOWN
2023-12-22T02:35,1.8589583333333337,UNKNOWN
2023-12-22T02:36,1.8589583333333337,UNKNOWN
2023-12-22T02:37,1.8589583333333337,UNKNOWN
2023-12-22T02:38,1.8589583333333337,UNKNOWN
2023-12-22T02:39,1.8589583333333337,UNKNOWN
2023-12-22T02:40,1.8589583333333337,UNKNOWN
2023-12-22T02:41,1.8589583333333337,UNKNOWN
2023-12-22T02:42,1.8589583333333337,UNKNOWN
2023-12-22T02:43,1.7589583333333323,UNKNOWN
2023-12-22T02:44,1.5589583333333294,UNKNOWN
2023-12-22T02:45,1.5589583333333294,UNKNOWN
2023-12-22T02:46,1.4589583333333351,UNKNOWN
2023-12-22T02:47,1.3589583333333337,UNKNOWN
2023-12-22T02:48,1.3589583333333337,UNKNOWN
2023-12-22T02:49,1.2589583333333323,UNKNOWN
2023-12-22T02:50,1.3589583333333337,UNKNOWN
2023-12-22T02:51,1.3589583333333337,UNKNOWN
2023-12-22T02:52,1.3589583333333337,UNKNOWN
2023-12-22T02:53,1.2589583333333323,UNKNOWN
2023-12-22T02:54,1.2589583333333323,UNKNOWN
2023-12-22T02:55,1.1589583333333309,UNKNOWN
2023-12-22T02:56,1.2589583333333323,UNKNOWN
2023-12-22T02:57,1.2589583333333323,UNKNOWN
2023-12-22T02:58,1.2589583333333323,UNKNOWN
2023-12-22T02:59,1.2589583333333323,UNKNOWN
2023-12-22T03:00,1.1589583333333309,UNKNOWN
2023-12-22T03:01,1.2589583333333323,UNKNOWN
2023-12-22T03:02,1.1589583333333309,UNKNOWN
2023-12-22T03:03,1.1589583333333309,UNKNOWN
2023-12-22T03:04,1.0589583333333294,UNKNOWN
2023-12-22T03:05,1.0589583333333294,UNKNOWN
2023-12-22T03:06,1.0589583333333294,UNKNOWN
2023-12-22T03:07,1.0589583333333294,UNKNOWN
2023-12-22T03:08,1.0589583333333294,UNKNOWN
2023-12-22T03:09,1.0589583333333294,UNKNOWN
2023-12-22T03:10,1.0589583333333294,UNKNOWN
2023-12-22T03:11,1.0589583333333294,UNKNOWN
2023-12-22T03:12,1.0589583333333294,UNKNOWN
2023-12-22T03:13,0.9589583333333351,UNKNOWN
2023-12-22T03:14,1.0589583333333294,UNKNOWN
2023-12-22T03:15,0.3589583333333337,UNKNOWN
2023-12-22T03:16,-0.34104166666666913,UNKNOWN
2023-12-22T03:17,-0.8410416666666691,UNKNOWN
2023-12-22T03:18,-1.2410416666666677,UNKNOWN
2023-12-22T03:19,-1.6410416666666663,UNKNOWN
2023-12-22T03:20,-2.0410416666666684,UNKNOWN
2023-12-22T03:21,-2.341041666666669,UNKNOWN
2023-12-22T03:22,-2.6410416666666663,UNKNOWN
2023-12-22T03:23,-2.941041666666667,UNKNOWN
2023-12-22T03:24,-3.1410416666666663,UNKNOWN
2023-12-22T03:25,-3.341041666666669,UNKNOWN
2023-12-22T03:26,-3.5410416666666684,UNKNOWN
2023-12-22T03:27,-3.6410416666666663,UNKNOWN
2023-12-22T03:28,-4.041041666666668,UNKNOWN
2023-12-22T03:29,-4.241041666666668,UNKNOWN
2023-12-22T03:30,-4.141041666666666,UNKNOWN
2023-12-22T03:31,-4.041041666666668,UNKNOWN
2023-12-22T03:32,-4.041041666666668,UNKNOWN
