tracker_id,date_added,last_sync_date_time,batt_level,hardware_rev,is_display_distance,is_display_calories,is_display_clock,is_display_flower,is_display_elevation,is_display_chatter,is_right_handed,tracker_name,device_type,on_dominant_hand,is_display_active_minutes,clock_face,enable_ancs,is_bonded,is_display_steps,alarm_update_time,is_display_heart_rate,heart_rate_tracking,heart_rate_tracking_update_time,tap_enabled,tap_screen,flick_enabled,flick_screen
2509258334,2023-12-01,2024-02-20T22:17:06.000Z,96,65,true,true,true,true,true,true,true,,Charge 5,false,false,A,true,false,true,2023-12-01T15:13:03.000Z,true,AUTO,2023-12-01T15:13:03.000Z,true,TIME,false,
