timestamp,rmssd,coverage,low_frequency,high_frequency
2024-01-15T00:00:00,33.784,0.999,816.221,176.027
2024-01-15T00:05:00,32.478,1.005,955.761,222.122
2024-01-15T00:10:00,32.208,0.96,330.145,159.304
2024-01-15T00:15:00,41.949,0.966,3172.67,281.672
2024-01-15T00:20:00,38.419,1.002,1500.521,310.065
2024-01-15T00:30:00,41.516,0.935,796.481,188.109
2024-01-15T00:35:00,52.761,0.944,856.794,375.293
2024-01-15T00:40:00,57.476,1.002,997.44,538.694
2024-01-15T00:45:00,50.193,0.938,1115.16,466.474
2024-01-15T00:50:00,55.612,0.946,1984.7,477.152
2024-01-15T00:55:00,48.545,1.005,1990.107,496.674
2024-01-15T01:00:00,40.628,1.005,323.546,281.514
2024-01-15T01:05:00,40.1,1.0,693.275,324.919
2024-01-15T01:10:00,36.14,0.981,475.099,227.692
2024-01-15T01:15:00,40.398,0.925,512.813,250.17
2024-01-15T01:20:00,38.563,1.0,1856.758,318.428
2024-01-15T01:25:00,45.258,0.951,769.779,360.024
2024-01-15T01:30:00,45.395,1.001,637.273,314.87
2024-01-15T01:35:00,46.8,0.944,6140.577,459.173
2024-01-15T01:40:00,50.701,0.936,2070.653,393.436
2024-01-15T01:45:00,36.083,0.987,948.517,308.482
2024-01-15T01:50:00,26.501,0.989,290.626,101.286
2024-01-15T01:55:00,23.221,0.973,277.841,91.782
2024-01-15T02:00:00,26.165,1.003,668.552,220.845
2024-01-15T02:10:00,33.426,1.002,318.607,100.872
2024-01-15T02:15:00,42.616,1.005,1036.551,308.605
2024-01-15T02:20:00,32.072,1.002,678.472,140.065
2024-01-15T02:25:00,31.222,0.921,1173.151,209.238
2024-01-15T02:30:00,39.885,1.007,2062.848,321.137
2024-01-15T02:35:00,47.011,0.957,869.409,312.996
2024-01-15T02:40:00,47.792,0.95,664.944,510.602
2024-01-15T02:45:00,41.415,0.99,1105.86,309.707
2024-01-15T02:50:00,46.859,1.002,1829.356,378.716
2024-01-15T02:55:00,55.117,0.892,3604.761,570.009
2024-01-15T03:00:00,53.603,0.949,3326.509,332.285
2024-01-15T03:05:00,49.308,1.005,1794.379,393.327
2024-01-15T03:10:00,55.093,0.945,2181.213,488.857
2024-01-15T03:15:00,56.46,1.003,2877.412,581.229
2024-01-15T03:20:00,48.958,0.992,649.762,371.753
2024-01-15T03:25:00,51.725,1.006,949.368,466.158
2024-01-15T03:30:00,61.016,0.924,3376.36,596.324
2024-01-15T03:35:00,63.665,0.837,1662.348,521.095
2024-01-15T03:40:00,47.49,1.001,1226.912,374.136
2024-01-15T03:45:00,35.996,0.994,1763.066,374.821
2024-01-15T03:50:00,97.164,0.932,412.561,494.572
2024-01-15T03:55:00,88.319,1.004,347.551,742.412
2024-01-15T04:00:00,90.393,1.002,952.646,952.073
2024-01-15T04:05:00,77.399,0.939,2062.551,606.45
