timestamp,rmssd,coverage,low_frequency,high_frequency
2024-01-24T01:45:00,34.578,0.875,350.266,193.805
2024-01-24T01:55:00,28.341,0.878,333.4,152.499
2024-01-24T02:00:00,28.237,0.95,191.313,153.478
2024-01-24T02:05:00,26.775,0.882,2995.846,162.827
2024-01-24T02:10:00,26.355,1.003,312.009,117.008
2024-01-24T02:15:00,21.322,0.849,924.237,84.434
2024-01-24T02:20:00,30.374,0.986,1414.377,187.84
2024-01-24T02:25:00,34.494,1.004,2305.043,276.802
2024-01-24T02:30:00,33.935,1.001,2733.508,187.892
2024-01-24T02:35:00,30.062,0.96,972.424,235.423
2024-01-24T02:40:00,35.044,1.002,1328.161,262.048
2024-01-24T02:45:00,32.119,1.002,282.109,242.659
2024-01-24T02:50:00,36.806,0.929,1191.67,233.523
2024-01-24T02:55:00,42.943,0.96,346.706,275.804
2024-01-24T03:00:00,61.127,0.963,685.173,494.576
2024-01-24T03:05:00,51.897,1.003,234.489,465.143
2024-01-24T03:10:00,54.142,1.003,466.226,546.164
2024-01-24T03:15:00,44.487,0.947,1723.663,411.62
2024-01-24T03:20:00,61.269,0.941,453.846,471.149
2024-01-24T03:25:00,25.105,0.988,283.448,84.908
2024-01-24T03:30:00,26.937,1.004,319.684,121.765
2024-01-24T03:35:00,33.275,0.958,990.739,202.576
2024-01-24T03:40:00,78.292,1.003,232.701,712.521
2024-01-24T03:45:00,42.302,0.966,701.685,272.298
2024-01-24T03:50:00,35.289,1.005,377.272,170.77
2024-01-24T03:55:00,41.975,0.968,289.761,262.663
2024-01-24T04:00:00,44.553,0.96,460.523,262.135
2024-01-24T04:05:00,54.659,0.988,891.052,410.767
2024-01-24T04:10:00,49.621,0.96,1488.434,351.092
2024-01-24T04:15:00,51.718,0.984,210.382,352.359
2024-01-24T04:20:00,47.965,1.003,367.96,380.004
2024-01-24T04:25:00,40.81,0.992,264.145,266.786
2024-01-24T04:30:00,42.672,0.984,274.935,291.935
2024-01-24T04:35:00,51.955,1.002,1253.038,397.422
2024-01-24T04:40:00,45.924,0.951,952.116,351.085
2024-01-24T04:45:00,46.117,0.976,533.868,358.66
2024-01-24T04:50:00,45.653,0.973,637.846,340.059
2024-01-24T04:55:00,90.898,0.962,705.423,1122.412
2024-01-24T05:00:00,110.328,0.988,663.082,1276.71
2024-01-24T05:05:00,96.006,0.958,451.975,650.183
2024-01-24T05:10:00,44.994,0.955,463.062,327.244
2024-01-24T05:15:00,47.201,0.961,914.632,380.688
2024-01-24T05:20:00,54.297,0.912,1296.137,431.098
2024-01-24T05:25:00,45.197,1.005,697.368,334.608
2024-01-24T05:30:00,44.794,0.962,917.986,265.53
2024-01-24T05:35:00,48.602,0.968,410.947,382.502
2024-01-24T05:40:00,58.498,0.902,1718.725,625.445
2024-01-24T05:45:00,70.856,0.936,3072.302,643.635
2024-01-24T05:50:00,44.106,0.945,879.654,405.617
2024-01-24T05:55:00,39.422,1.0,1302.841,250.518
2024-01-24T06:00:00,48.807,0.932,1413.037,353.854
2024-01-24T06:05:00,30.489,0.994,353.004,180.43
2024-01-24T06:10:00,88.504,0.99,698.562,785.538
2024-01-24T06:15:00,114.836,0.954,1222.583,1043.633
2024-01-24T06:20:00,96.111,0.983,120.394,349.307
2024-01-24T06:25:00,68.672,0.94,678.676,897.867
2024-01-24T06:30:00,33.757,0.982,1004.77,148.492
2024-01-24T06:35:00,40.747,0.974,435.383,332.483
2024-01-24T06:40:00,41.589,0.947,2490.656,370.459
2024-01-24T06:45:00,56.759,0.993,1505.64,510.143
2024-01-24T06:50:00,40.366,0.959,737.204,290.765
2024-01-24T06:55:00,38.691,0.99,1207.242,331.863
2024-01-24T07:00:00,37.229,0.996,1332.165,286.402
2024-01-24T07:05:00,36.298,0.8,646.565,236.973
2024-01-24T07:10:00,68.177,0.744,2845.199,947.736
2024-01-24T07:15:00,44.19,0.955,1328.171,345.874
2024-01-24T07:20:00,36.877,0.952,1156.128,259.011
2024-01-24T07:25:00,41.624,0.902,1088.678,256.195
2024-01-24T07:30:00,44.815,0.921,1001.316,390.655
2024-01-24T07:35:00,41.254,0.882,379.954,315.323
2024-01-24T07:40:00,55.916,0.954,590.877,470.032
2024-01-24T07:45:00,56.238,0.958,1744.238,710.652
2024-01-24T07:50:00,45.6,0.958,989.304,440.286
2024-01-24T07:55:00,45.362,0.925,2535.793,338.318
2024-01-24T08:00:00,51.923,0.952,1895.028,369.566
2024-01-24T08:05:00,43.52,0.995,1282.738,358.073
2024-01-24T08:10:00,38.976,0.907,1829.02,262.818
2024-01-24T08:15:00,38.042,0.974,1402.987,324.936
2024-01-24T08:20:00,35.98,0.999,2077.085,309.107
2024-01-24T08:25:00,39.534,1.001,811.499,347.822
2024-01-24T08:30:00,29.627,0.997,347.75,102.56
2024-01-24T08:35:00,23.323,1.003,567.125,103.448
2024-01-24T08:40:00,30.303,0.87,605.924,143.816
