timestamp,rmssd,coverage,low_frequency,high_frequency
2024-01-12T01:40:00,92.018,0.759,222.715,410.418
2024-01-12T01:45:00,90.734,1.004,252.942,1013.267
2024-01-12T01:50:00,80.25,0.812,751.802,232.08
2024-01-12T01:55:00,38.449,1.005,683.3,308.914
2024-01-12T02:00:00,35.105,0.987,508.238,243.676
2024-01-12T02:05:00,33.897,0.995,2251.914,337.818
2024-01-12T02:10:00,40.453,1.001,1241.024,381.652
2024-01-12T02:15:00,31.509,1.006,487.9,203.007
2024-01-12T02:20:00,24.138,1.001,383.948,168.561
2024-01-12T02:25:00,24.65,1.004,316.522,115.085
2024-01-12T02:30:00,27.057,1.005,262.122,151.666
2024-01-12T02:35:00,28.025,1.003,495.056,169.828
2024-01-12T02:40:00,39.846,0.918,3718.699,318.184
2024-01-12T02:45:00,36.192,0.954,1372.521,295.122
2024-01-12T02:50:00,49.921,0.953,1137.562,586.5
2024-01-12T02:55:00,85.71,1.003,740.891,1026.439
2024-01-12T03:00:00,82.275,0.99,1583.605,855.292
2024-01-12T03:05:00,49.524,0.925,4048.278,415.938
2024-01-12T03:10:00,41.709,1.005,1051.154,300.401
2024-01-12T03:15:00,39.641,1.002,974.189,296.902
2024-01-12T03:20:00,39.395,1.004,942.902,334.943
2024-01-12T03:25:00,40.34,1.005,468.584,264.023
2024-01-12T03:30:00,47.378,0.937,1257.895,321.283
2024-01-12T03:35:00,43.259,0.974,1396.232,439.653
2024-01-12T03:40:00,37.133,0.965,446.798,271.123
2024-01-12T03:45:00,43.459,1.002,832.04,312.515
2024-01-12T03:50:00,38.313,1.007,404.773,224.396
2024-01-12T03:55:00,42.044,0.964,969.463,242.293
2024-01-12T04:00:00,52.999,0.958,2203.795,604.169
2024-01-12T04:05:00,67.567,0.97,1937.553,940.008
2024-01-12T04:10:00,55.57,1.006,460.455,287.835
2024-01-12T04:15:00,28.096,0.951,251.276,78.37
2024-01-12T04:20:00,58.126,1.002,868.024,282.736
2024-01-12T04:25:00,63.665,1.002,753.413,396.579
2024-01-12T04:30:00,37.72,0.985,995.168,180.045
2024-01-12T04:35:00,59.16,1.002,455.71,239.779
2024-01-12T04:40:00,55.349,0.997,681.3,398.411
2024-01-12T04:45:00,28.317,1.005,586.485,136.443
2024-01-12T04:50:00,66.689,0.982,303.423,503.01
2024-01-12T04:55:00,34.307,0.948,448.916,171.956
2024-01-12T05:00:00,34.447,0.967,553.013,190.756
2024-01-12T05:05:00,27.682,0.994,241.8,117.628
2024-01-12T05:10:00,26.304,1.002,282.361,141.108
2024-01-12T05:15:00,26.633,1.004,530.816,132.358
2024-01-12T05:20:00,30.158,0.964,250.112,141.048
2024-01-12T05:25:00,30.278,1.003,347.399,183.725
2024-01-12T05:30:00,29.149,1.004,164.295,139.285
2024-01-12T05:35:00,30.735,0.99,240.881,151.73
2024-01-12T05:40:00,27.426,1.003,128.117,136.367
2024-01-12T05:45:00,26.702,0.959,233.219,142.845
2024-01-12T05:50:00,42.889,0.937,378.843,240.954
2024-01-12T05:55:00,38.013,0.984,694.689,223.67
2024-01-12T06:00:00,28.615,0.956,580.922,155.473
2024-01-12T06:05:00,28.599,0.998,271.727,92.452
2024-01-12T06:10:00,19.486,0.95,94.664,42.865
2024-01-12T06:15:00,20.67,0.998,722.796,85.642
2024-01-12T06:20:00,22.607,0.954,325.348,76.198
2024-01-12T06:25:00,21.338,0.998,320.929,77.14
2024-01-12T06:30:00,19.773,0.9,499.042,68.113
2024-01-12T06:35:00,20.407,0.991,190.082,47.376
2024-01-12T06:40:00,21.612,0.957,467.509,83.095
2024-01-12T06:45:00,24.224,1.002,643.73,106.715
2024-01-12T06:50:00,26.987,0.886,712.162,122.869
2024-01-12T06:55:00,54.113,0.971,1188.194,311.707
2024-01-12T07:00:00,21.134,0.96,508.267,110.951
2024-01-12T07:05:00,23.812,1.001,886.642,94.187
2024-01-12T07:10:00,21.012,1.006,164.717,69.315
2024-01-12T07:15:00,35.419,0.909,3719.805,207.269
2024-01-12T07:20:00,36.718,0.904,1087.921,161.737
2024-01-12T07:25:00,33.094,0.951,1014.362,199.444
2024-01-12T07:30:00,24.352,1.001,732.345,144.33
2024-01-12T07:35:00,20.991,1.002,386.607,63.868
2024-01-12T07:40:00,24.106,0.906,331.964,76.606
2024-01-12T07:45:00,22.102,0.984,407.083,54.082
2024-01-12T07:50:00,22.276,0.981,568.799,70.259
2024-01-12T07:55:00,22.158,0.886,727.914,87.467
2024-01-12T08:00:00,23.494,0.9,453.273,132.687
2024-01-12T08:05:00,23.897,0.947,356.093,95.66
2024-01-12T08:10:00,26.194,0.993,786.391,158.556
2024-01-12T08:15:00,30.626,0.707,921.851,131.435
