timestamp,rmssd,coverage,low_frequency,high_frequency
2024-02-08T00:00:00,37.137,0.988,429.969,260.567
2024-02-08T00:05:00,42.583,1.001,961.605,460.635
2024-02-08T00:10:00,27.947,0.957,1710.403,98.061
2024-02-08T00:15:00,31.845,0.94,305.061,184.689
2024-02-08T00:20:00,45.718,0.89,1612.358,421.573
2024-02-08T00:25:00,47.288,1.004,1420.875,441.123
2024-02-08T00:30:00,46.68,0.88,3319.072,357.627
2024-02-08T00:35:00,46.0,1.003,510.838,399.021
2024-02-08T00:40:00,41.261,0.988,763.069,301.358
2024-02-08T00:45:00,54.01,0.95,2002.426,686.302
2024-02-08T00:50:00,45.12,0.966,2155.763,346.802
2024-02-08T00:55:00,39.987,1.003,282.155,279.509
2024-02-08T01:00:00,45.952,0.985,710.982,370.094
2024-02-08T01:05:00,43.277,1.004,298.618,354.82
2024-02-08T01:10:00,60.768,0.91,8789.034,673.426
2024-02-08T01:15:00,63.838,1.003,1337.658,586.555
2024-02-08T01:20:00,68.773,0.948,3813.417,720.639
2024-02-08T01:25:00,62.491,1.001,601.303,680.455
2024-02-08T01:30:00,67.146,1.003,658.559,766.858
2024-02-08T01:35:00,75.913,0.954,2291.047,877.971
2024-02-08T01:40:00,48.14,0.998,2688.149,476.641
2024-02-08T01:45:00,27.427,1.002,438.586,131.102
2024-02-08T01:50:00,37.68,0.98,765.593,246.942
2024-02-08T01:55:00,41.996,1.003,1254.136,272.316
2024-02-08T02:00:00,40.079,0.997,380.799,210.117
2024-02-08T02:05:00,56.167,0.92,1713.243,625.057
2024-02-08T02:10:00,56.984,0.786,1095.333,529.244
2024-02-08T02:15:00,75.742,1.012,1245.447,965.417
2024-02-08T02:20:00,68.865,0.975,761.745,830.89
2024-02-08T02:25:00,81.844,0.965,1739.972,995.056
2024-02-08T02:30:00,81.968,0.994,4361.165,1188.979
2024-02-08T02:35:00,71.583,1.002,1288.497,691.156
2024-02-08T02:40:00,58.116,1.0,845.091,328.838
2024-02-08T02:45:00,107.949,0.992,883.451,1036.832
2024-02-08T02:50:00,78.972,0.987,982.855,1040.216
2024-02-08T02:55:00,69.604,0.966,759.246,712.046
2024-02-08T03:00:00,64.434,0.983,338.497,610.795
2024-02-08T03:05:00,66.722,1.005,230.42,663.054
2024-02-08T03:10:00,70.062,0.999,471.576,808.692
2024-02-08T03:15:00,67.652,0.947,938.277,854.941
2024-02-08T03:20:00,53.832,0.998,494.824,475.875
2024-02-08T03:25:00,51.805,0.994,555.5,435.848
2024-02-08T03:30:00,53.313,0.977,1023.704,472.249
2024-02-08T03:35:00,64.854,0.971,625.597,657.422
2024-02-08T03:40:00,42.775,0.996,550.814,327.781
2024-02-08T03:45:00,59.891,0.919,1569.054,552.896
2024-02-08T03:50:00,52.798,0.941,988.039,408.031
2024-02-08T03:55:00,50.097,1.002,817.712,309.213
2024-02-08T04:00:00,54.87,0.897,1864.238,485.577
2024-02-08T04:05:00,43.116,0.934,1139.461,277.465
2024-02-08T04:10:00,64.766,0.981,1043.972,462.947
2024-02-08T04:15:00,60.026,0.986,1559.608,635.747
2024-02-08T04:20:00,93.045,0.932,1217.345,825.97
2024-02-08T04:25:00,53.434,0.987,3267.821,476.56
2024-02-08T04:30:00,84.126,0.988,997.993,607.6
2024-02-08T04:35:00,44.44,0.955,1069.869,511.703
2024-02-08T04:40:00,58.62,0.95,1104.109,599.534
2024-02-08T04:45:00,50.089,0.962,1291.207,610.801
2024-02-08T04:50:00,43.66,0.96,1192.018,221.95
2024-02-08T04:55:00,43.549,1.003,1390.707,341.9
2024-02-08T05:00:00,37.868,1.002,931.554,234.849
