timestamp,rmssd,coverage,low_frequency,high_frequency
2023-12-04T00:00:00,43.712,1.002,464.058,295.925
2023-12-04T00:05:00,45.234,0.975,590.597,411.438
2023-12-04T00:10:00,43.48,0.973,464.203,344.417
2023-12-04T00:15:00,46.01,0.976,453.25,426.511
2023-12-04T00:20:00,53.15,1.004,393.916,476.604
2023-12-04T00:25:00,38.941,0.967,355.752,243.291
2023-12-04T00:30:00,40.744,0.933,347.13,263.461
2023-12-04T00:35:00,44.464,0.984,1138.166,447.468
2023-12-04T00:40:00,31.352,1.003,217.396,182.323
2023-12-04T00:45:00,31.666,0.985,1849.173,161.047
2023-12-04T00:50:00,53.092,0.909,1552.974,355.985
2023-12-04T00:55:00,58.921,1.003,724.017,510.857
2023-12-04T01:00:00,59.966,1.004,247.25,543.591
2023-12-04T01:05:00,52.718,1.004,453.124,488.322
2023-12-04T01:10:00,52.477,1.003,318.082,424.126
2023-12-04T01:15:00,59.698,0.952,3004.29,617.937
2023-12-04T01:20:00,50.813,1.003,841.553,451.521
2023-12-04T01:25:00,42.231,1.006,309.504,298.408
2023-12-04T01:30:00,56.711,0.923,1476.063,489.792
2023-12-04T01:35:00,47.148,0.968,1659.126,394.37
2023-12-04T01:40:00,42.894,1.005,252.55,335.841
2023-12-04T01:45:00,46.525,0.901,1115.666,362.122
2023-12-04T01:50:00,55.256,0.987,1492.795,586.216
2023-12-04T01:55:00,57.065,0.9,1451.994,441.894
2023-12-04T02:00:00,36.951,0.926,364.398,227.081
2023-12-04T02:05:00,25.447,0.961,532.236,93.954
2023-12-04T02:10:00,30.329,1.003,588.866,118.16
2023-12-04T02:15:00,31.86,1.004,607.896,111.231
2023-12-04T02:20:00,39.978,0.863,467.118,336.131
2023-12-04T02:25:00,47.683,0.958,1026.816,387.078
2023-12-04T02:30:00,47.673,1.005,432.316,384.337
2023-12-04T02:35:00,49.302,0.906,502.739,402.165
2023-12-04T02:40:00,47.802,0.894,1160.334,300.981
2023-12-04T02:45:00,51.028,1.002,1919.991,451.693
2023-12-04T02:50:00,50.607,0.948,1359.609,393.645
2023-12-04T02:55:00,44.229,0.908,434.832,289.234
2023-12-04T03:00:00,53.514,0.924,3242.801,503.181
2023-12-04T03:05:00,43.251,1.002,365.315,347.445
2023-12-04T03:10:00,39.967,1.003,577.282,283.052
2023-12-04T03:15:00,39.079,1.005,433.361,243.025
2023-12-04T03:20:00,38.819,0.92,818.202,225.689
2023-12-04T03:25:00,38.641,0.989,293.655,243.653
2023-12-04T03:30:00,39.395,0.976,732.826,273.111
2023-12-04T03:35:00,33.91,1.002,556.233,220.081
2023-12-04T03:40:00,44.933,0.919,2994.905,384.982
2023-12-04T03:45:00,50.896,0.874,1173.778,458.693
2023-12-04T03:50:00,33.23,1.005,332.881,149.514
2023-12-04T03:55:00,33.025,0.935,748.917,116.733
2023-12-04T04:00:00,26.993,1.002,210.244,75.79
2023-12-04T04:05:00,33.87,1.004,1613.536,214.472
2023-12-04T04:10:00,25.698,1.005,321.539,88.339
2023-12-04T04:15:00,22.199,1.001,320.963,75.691
2023-12-04T04:20:00,59.814,0.927,286.674,170.897
2023-12-04T04:25:00,38.597,0.989,779.009,252.436
2023-12-04T04:30:00,36.138,1.003,395.492,187.708
2023-12-04T04:35:00,39.818,0.973,1085.401,200.726
2023-12-04T04:40:00,45.486,0.996,471.266,430.283
2023-12-04T04:45:00,49.771,0.892,1083.679,408.783
2023-12-04T04:50:00,46.118,0.986,838.8,302.174
2023-12-04T05:00:00,47.914,0.993,1417.042,356.389
2023-12-04T05:05:00,52.13,0.827,2213.936,453.357
2023-12-04T05:10:00,51.736,0.941,1428.575,346.967
2023-12-04T05:15:00,52.166,0.959,1095.639,409.976
2023-12-04T05:20:00,52.175,0.937,2082.468,352.818
2023-12-04T05:25:00,48.47,0.956,2746.177,287.405
2023-12-04T05:30:00,58.487,1.003,4802.72,600.21
2023-12-04T05:35:00,60.414,0.885,2003.418,537.146
2023-12-04T05:40:00,58.199,0.991,1570.769,553.951
2023-12-04T05:45:00,60.01,0.996,755.832,339.817
2023-12-04T05:50:00,75.83,0.937,1065.52,607.766
2023-12-04T05:55:00,75.143,1.004,240.682,264.083
2023-12-04T06:00:00,31.91,1.005,425.574,123.806
2023-12-04T06:05:00,46.019,0.948,655.268,270.25
2023-12-04T06:10:00,40.998,0.949,1431.222,288.159
2023-12-04T06:15:00,37.976,1.003,765.788,178.469
2023-12-04T06:20:00,48.844,0.862,1503.532,460.594
2023-12-04T06:25:00,62.546,1.004,430.432,507.572
2023-12-04T06:30:00,66.508,1.003,635.268,599.12
2023-12-04T06:35:00,75.527,0.991,434.629,951.531
2023-12-04T06:40:00,78.725,1.004,568.437,1059.57
2023-12-04T06:45:00,74.525,1.001,462.933,901.697
2023-12-04T06:50:00,64.412,0.889,2863.07,518.072
2023-12-04T06:55:00,68.385,0.879,2999.305,1151.293
2023-12-04T07:00:00,49.499,0.962,2389.437,388.301
2023-12-04T07:05:00,50.31,0.956,1536.915,442.905
2023-12-04T07:10:00,45.689,0.986,2208.392,604.838
2023-12-04T07:15:00,38.731,0.937,680.861,218.199
2023-12-04T07:20:00,47.392,0.95,1093.474,382.008
2023-12-04T07:25:00,51.2,0.941,1348.666,482.791
2023-12-04T07:30:00,48.382,0.788,1595.41,336.485
2023-12-04T07:35:00,37.942,0.892,848.67,278.336
2023-12-04T07:40:00,32.063,0.836,418.797,138.921
2023-12-04T23:25:00,33.567,0.886,953.229,188.369
2023-12-04T23:30:00,34.391,0.955,3331.084,238.298
2023-12-04T23:35:00,43.464,0.933,1329.23,283.774
2023-12-04T23:40:00,45.567,1.004,4507.419,602.355
2023-12-04T23:45:00,43.769,0.988,1812.072,332.549
2023-12-04T23:50:00,37.449,0.993,2713.587,306.231
2023-12-04T23:55:00,38.301,1.001,752.081,281.803
