timestamp,rmssd,coverage,low_frequency,high_frequency
2024-01-16T00:00:00,34.62,0.921,1670.425,278.817
2024-01-16T00:05:00,33.949,0.974,1972.842,246.46
2024-01-16T00:10:00,32.959,0.949,1262.882,255.606
2024-01-16T00:15:00,27.931,1.002,1952.783,194.93
2024-01-16T00:20:00,24.982,1.005,579.883,154.699
2024-01-16T00:25:00,22.234,1.002,217.848,91.144
2024-01-16T00:30:00,22.818,0.964,166.596,111.856
2024-01-16T00:35:00,24.317,0.877,1561.33,114.283
2024-01-16T00:40:00,18.263,1.004,183.487,95.312
2024-01-16T00:45:00,15.65,1.002,150.051,52.396
2024-01-16T00:50:00,17.967,0.977,1046.633,96.972
2024-01-16T00:55:00,66.408,0.907,805.276,349.33
2024-01-16T01:00:00,49.417,0.957,1178.57,490.456
2024-01-16T01:05:00,45.042,1.004,392.632,427.468
2024-01-16T01:10:00,75.75,1.002,255.97,949.889
2024-01-16T01:15:00,50.574,0.967,1801.832,526.529
2024-01-16T01:20:00,28.086,1.004,518.804,153.639
2024-01-16T01:25:00,25.631,1.004,254.562,125.938
2024-01-16T01:30:00,29.897,0.907,912.199,156.704
2024-01-16T01:35:00,29.208,0.977,675.098,190.413
2024-01-16T01:40:00,25.214,1.005,325.992,124.739
2024-01-16T01:45:00,24.412,1.001,297.725,128.036
2024-01-16T01:50:00,26.97,0.953,2076.097,156.998
2024-01-16T01:55:00,28.083,0.94,2023.128,206.682
2024-01-16T02:00:00,30.537,0.929,638.878,217.045
2024-01-16T02:05:00,67.481,0.958,678.762,558.72
2024-01-16T02:10:00,18.852,0.952,283.21,40.712
2024-01-16T02:15:00,23.062,1.003,367.723,95.484
2024-01-16T02:20:00,40.241,0.935,3230.774,372.043
2024-01-16T02:25:00,78.124,1.002,260.145,351.956
2024-01-16T02:30:00,80.772,0.975,393.931,556.314
2024-01-16T02:35:00,68.364,1.003,511.051,315.029
2024-01-16T02:40:00,72.832,0.967,363.303,432.672
2024-01-16T02:45:00,33.575,0.958,344.431,203.808
2024-01-16T02:50:00,41.125,0.949,813.91,355.174
2024-01-16T02:55:00,38.985,0.927,1341.584,287.192
2024-01-16T03:00:00,39.588,0.998,1664.573,260.668
2024-01-16T03:05:00,46.892,0.818,3195.947,340.497
2024-01-16T03:10:00,38.093,0.997,1706.332,231.423
2024-01-16T03:15:00,34.673,1.003,1824.416,215.242
2024-01-16T03:20:00,36.953,0.976,2920.025,345.653
2024-01-16T03:25:00,56.01,0.937,5075.633,492.916
2024-01-16T03:30:00,41.984,0.95,3296.92,275.783
2024-01-16T03:35:00,44.925,0.957,2617.425,361.622
2024-01-16T03:40:00,50.873,0.907,4278.961,534.617
2024-01-16T03:45:00,50.153,0.929,2738.68,311.282
2024-01-16T03:50:00,46.491,0.98,2430.235,406.41
2024-01-16T03:55:00,35.373,1.001,777.598,302.989
2024-01-16T04:00:00,21.245,1.003,736.887,64.154
2024-01-16T04:05:00,81.841,1.003,461.393,334.525
2024-01-16T04:10:00,73.605,0.959,497.3,475.618
2024-01-16T04:15:00,85.907,1.003,262.257,756.928
2024-01-16T04:20:00,88.637,0.91,539.187,507.249
2024-01-16T04:25:00,63.326,0.971,1261.803,580.516
2024-01-16T04:30:00,68.107,0.994,536.686,597.163
2024-01-16T04:35:00,66.095,0.994,1079.457,1084.242
2024-01-16T04:40:00,47.312,0.751,983.369,413.211
2024-01-16T05:00:00,48.883,1.003,2537.086,415.346
2024-01-16T05:05:00,41.137,0.941,1073.36,304.032
2024-01-16T05:10:00,36.456,0.985,899.478,226.242
2024-01-16T05:15:00,33.189,0.989,449.556,232.291
2024-01-16T05:20:00,31.043,0.943,379.853,159.643
2024-01-16T05:25:00,40.624,0.961,2279.667,315.823
2024-01-16T05:30:00,38.626,0.98,714.717,270.585
2024-01-16T05:35:00,49.05,0.926,1486.042,418.752
2024-01-16T05:40:00,33.338,0.979,529.448,180.072
2024-01-16T05:45:00,51.635,0.988,595.164,514.576
2024-01-16T05:50:00,65.037,0.957,1920.29,638.68
2024-01-16T05:55:00,85.488,0.97,459.436,1039.634
2024-01-16T06:00:00,27.209,0.99,330.32,112.379
2024-01-16T06:05:00,65.202,0.952,313.198,349.315
2024-01-16T06:10:00,69.976,1.003,566.488,467.867
2024-01-16T06:15:00,93.56,0.996,988.75,285.327
2024-01-16T06:20:00,70.484,0.982,617.031,557.142
2024-01-16T06:25:00,30.508,1.001,495.541,149.744
2024-01-16T06:30:00,31.064,0.982,862.959,176.491
2024-01-16T06:35:00,31.539,0.939,1357.041,130.624
2024-01-16T06:40:00,39.77,0.981,1089.988,402.962
2024-01-16T06:45:00,31.721,0.976,863.938,177.603
2024-01-16T06:50:00,37.164,0.964,1769.356,253.726
2024-01-16T06:55:00,38.649,0.931,1767.15,300.271
2024-01-16T07:00:00,39.69,1.005,915.943,346.274
2024-01-16T07:05:00,74.559,0.902,1120.274,804.552
2024-01-16T07:10:00,28.491,0.992,1271.732,149.435
2024-01-16T07:15:00,32.12,0.993,792.474,151.823
2024-01-16T07:20:00,42.784,0.863,1760.517,267.672
2024-01-16T07:25:00,30.205,0.904,743.127,189.391
2024-01-16T07:30:00,70.427,0.872,2115.836,430.09
2024-01-16T07:35:00,41.66,0.952,1802.032,216.885
2024-01-16T07:40:00,68.065,0.929,492.432,756.564
2024-01-16T07:45:00,75.121,0.951,742.214,735.028
2024-01-16T07:50:00,23.409,0.916,597.033,140.216
2024-01-16T08:00:00,25.595,0.762,1082.794,114.87
2024-01-16T21:30:00,35.778,0.72,555.297,253.676
2024-01-16T21:35:00,31.387,0.868,430.471,202.079
2024-01-16T21:40:00,30.01,0.895,1205.231,161.031
2024-01-16T21:45:00,31.649,0.905,1131.893,233.254
2024-01-16T21:50:00,29.93,0.883,1782.118,131.258
2024-01-16T21:55:00,33.858,0.931,1294.06,206.56
2024-01-16T22:00:00,30.275,1.002,365.566,200.882
2024-01-16T22:05:00,26.243,0.989,213.215,174.744
2024-01-16T22:10:00,30.228,0.986,588.467,211.524
2024-01-16T22:15:00,34.065,0.94,588.702,229.195
2024-01-16T22:20:00,37.838,0.956,3679.811,403.655
2024-01-16T22:25:00,37.647,0.96,984.965,349.496
2024-01-16T22:30:00,32.201,1.0,626.276,301.238
2024-01-16T22:35:00,25.441,1.002,469.657,178.914
2024-01-16T22:40:00,63.654,0.937,779.893,428.826
2024-01-16T22:45:00,35.557,0.954,2581.491,250.133
2024-01-16T22:50:00,29.527,1.005,410.763,194.78
2024-01-16T22:55:00,27.6,0.999,266.982,176.801
2024-01-16T23:00:00,27.108,1.003,715.164,156.66
2024-01-16T23:05:00,36.587,0.942,414.393,302.269
2024-01-16T23:10:00,38.069,0.975,1943.264,474.188
2024-01-16T23:15:00,35.347,0.989,307.21,275.493
2024-01-16T23:20:00,38.242,0.943,841.013,269.735
2024-01-16T23:25:00,39.786,1.001,403.341,307.875
2024-01-16T23:30:00,33.606,1.005,255.898,225.58
2024-01-16T23:35:00,35.551,1.005,116.532,258.305
2024-01-16T23:40:00,38.033,0.949,551.733,209.696
2024-01-16T23:45:00,46.599,0.931,2910.991,431.244
2024-01-16T23:50:00,38.396,0.98,1033.694,245.082
2024-01-16T23:55:00,44.13,0.99,1331.81,417.368
