timestamp,rmssd,coverage,low_frequency,high_frequency
2024-01-17T00:00:00,38.401,0.938,2023.794,364.521
2024-01-17T00:05:00,26.97,0.998,542.731,102.647
2024-01-17T00:10:00,25.467,0.951,1167.532,135.717
2024-01-17T00:15:00,45.934,0.984,847.723,504.837
2024-01-17T00:20:00,37.062,1.003,541.429,315.227
2024-01-17T00:25:00,62.898,0.923,317.45,257.911
2024-01-17T00:30:00,35.212,0.995,656.877,174.261
2024-01-17T00:35:00,38.186,0.978,944.755,380.612
2024-01-17T00:40:00,31.59,0.999,218.953,196.209
2024-01-17T00:45:00,24.58,1.004,539.602,92.822
2024-01-17T00:50:00,30.964,1.002,379.283,186.658
2024-01-17T00:55:00,46.774,0.967,1236.272,403.407
2024-01-17T01:00:00,41.479,1.003,376.043,304.063
2024-01-17T01:05:00,44.522,1.003,349.766,328.304
2024-01-17T01:10:00,45.163,0.962,383.153,337.364
2024-01-17T01:15:00,47.012,1.003,343.515,390.342
2024-01-17T01:20:00,46.034,1.002,736.902,421.485
2024-01-17T01:25:00,39.967,1.002,415.761,309.224
2024-01-17T01:30:00,38.957,1.003,289.183,267.771
2024-01-17T01:35:00,39.063,1.003,224.897,250.112
2024-01-17T01:40:00,45.375,0.942,1156.187,286.314
2024-01-17T01:45:00,48.552,0.991,1205.985,531.06
2024-01-17T01:50:00,45.364,1.004,538.89,423.933
2024-01-17T01:55:00,45.314,0.965,354.921,344.527
2024-01-17T02:00:00,56.543,0.98,1774.786,454.172
2024-01-17T02:05:00,60.828,0.937,950.632,540.212
2024-01-17T02:10:00,46.386,0.953,936.032,374.628
2024-01-17T02:15:00,41.258,0.992,470.046,276.215
2024-01-17T02:20:00,39.453,1.004,651.258,215.813
2024-01-17T02:25:00,54.8,0.951,1043.448,522.461
2024-01-17T02:30:00,47.527,0.797,754.148,252.528
2024-01-17T02:35:00,42.63,0.959,1409.82,317.992
2024-01-17T02:40:00,56.182,0.927,2017.443,731.89
2024-01-17T02:45:00,51.731,1.003,369.053,445.712
2024-01-17T02:50:00,45.073,0.999,241.085,350.584
2024-01-17T02:55:00,57.779,0.854,2870.126,331.228
2024-01-17T03:00:00,75.034,0.945,1879.945,811.593
2024-01-17T03:05:00,73.75,0.911,1634.127,1048.591
2024-01-17T03:10:00,59.104,1.001,1540.256,554.902
2024-01-17T03:15:00,51.999,0.901,1501.02,403.25
2024-01-17T03:20:00,57.569,0.989,1467.269,560.104
2024-01-17T03:25:00,66.765,0.922,1766.275,599.803
2024-01-17T03:30:00,77.99,0.916,10752.143,720.218
2024-01-17T03:35:00,91.881,0.987,3418.336,1231.128
2024-01-17T03:40:00,83.781,0.966,4804.402,802.457
2024-01-17T03:45:00,47.63,0.996,654.696,304.974
2024-01-17T03:50:00,30.144,0.881,430.644,106.754
2024-01-17T03:55:00,31.147,0.984,859.942,157.836
2024-01-17T04:00:00,38.173,1.003,1208.46,260.967
2024-01-17T04:05:00,40.245,0.964,957.814,296.287
2024-01-17T04:10:00,40.213,1.003,910.808,198.719
2024-01-17T04:15:00,43.726,0.968,668.621,405.224
2024-01-17T04:20:00,43.735,0.993,540.586,293.954
2024-01-17T04:25:00,40.326,1.003,780.499,245.687
2024-01-17T04:30:00,42.946,0.902,961.917,264.085
2024-01-17T04:35:00,60.335,1.002,910.09,523.287
2024-01-17T04:40:00,51.57,1.002,353.736,419.576
2024-01-17T04:45:00,48.078,1.003,1122.36,413.922
2024-01-17T04:50:00,45.232,1.002,538.512,335.614
2024-01-17T04:55:00,42.315,1.002,884.139,294.499
2024-01-17T05:00:00,42.661,1.001,314.28,323.406
2024-01-17T05:05:00,58.565,0.822,1803.25,635.877
2024-01-17T05:10:00,46.433,0.868,2722.32,246.994
2024-01-17T05:15:00,57.363,1.002,2941.135,648.505
2024-01-17T05:20:00,70.803,0.904,2792.949,932.552
2024-01-17T05:25:00,62.233,0.976,3519.433,582.598
2024-01-17T05:30:00,57.387,0.915,1136.108,503.994
2024-01-17T05:35:00,53.132,0.921,8056.714,439.902
